COMMENT_ID,CATEGORY,SUBCATEGORY,CONTENT,UMAP_1,UMAP_2
520,Climate & community resilience,Community preparedness,"Hold zoom workshops (and record them for future access) on various topics, like fire-resistant design, preparedness, safer landscaping, how to rebuild",42.17528915,22.16850472
1357,Climate & community resilience,Community preparedness,"This is critical, of course, but many of us have already done this for a long time. Topanga has been a Firewise community since 2021, and we also have a very active Arson Watch, Firesafe Council, CERT, and Emergency Preparedness group in our midst. So, for us-this action isn't a ""recovery priority"" so much as it is [already] a way of life. 
*The only additional items I would request for our community would be to install a buried/retractable high-powered sprinkler system around the entire perimeter of our community and/or where it comes into contact with open space/the wildland urban interface (WUI). This system could be hooked up to non-potable water tanks (that are filled with captured stormwater) and ""powered"" with solar.",41.23438644,24.68694687
1650,Climate & community resilience,Community preparedness,Train community groups like town/neighborhood councils and CERTs on defensible space/structure hardening and have them conduct community-wide property reviews and education. Does not have to be an enforcement or narc approach but rather an offering of information specific to the property; it can even be a checklist on a trifold that checks off items that need to be retrofitted and specific instructions for the retrofit inside. It takes a village to educate but there's heavy reliance on the few in the government.,41.63787842,22.77032661
1636,Climate & community resilience,Community preparedness,All lots need to be cleared bc it cannot really be cleaned up if toxic material is airborne. There should be a city wide emergency day that educates people on safety and evacuations (Japan does this for earthquakes). It can be led by the city w/localities doing their own area-specific drills.,38.45637512,24.34539223
550,Climate & community resilience,Community preparedness,"Ensuring that people with disabilities and seniors be a targeted priority outreach, evacuation, and support population for all natural disasters, such as wild fires.",40.6723938,21.49049187
262,Climate & community resilience,Community preparedness,"Community town hall meetings, workshops focused on getting utilities and the community/village back up and running",41.93087006,21.37195015
428,Climate & community resilience,Community preparedness,Practice the preparedness training.  Offer monetary incentives to those who participate and practice the preparedness drills.,41.50393295,22.11462975
624,Climate & community resilience,Community preparedness,"There was a sore lack of preparedness training and we need more resources for that. For example, Pasadena only held a handful of CERT trainings in 2024 - after several year hiatus. They have not had any scheduled since at least fall of 2024. The public emergency preparedness also needs to cover wildfire (and fires in general). I did training, including map my neighborhood before the pandemic and my training and to-go-bag were mostly irrelevant because it was mostly for earthquake disaster. The only design education the public gets is about drought-tolerant/resistance. There needs to be more education on fire-resistant design and mitigation measures. Just like there are tax credits for turf removal, there should be incentives for wildfire.",41.31085968,22.32668686
873,Climate & community resilience,Community preparedness,"We need a better emergency system. California currently does not have any emergency preparedness system. The L.A. County digital broadcast was a joke - either going off every hour or being sent out to areas not even effected. After the third false alarm, you start to believe the government is playing wolf. How was this allowed? How is it the areas of Tornado Alley in the country have loud emergency systems, yet we do not? We need that as well. What if people don't have a smartphone? How will they ever be notified? WE NEED A BETTER WAY.",40.95052338,21.47303009
890,Climate & community resilience,Community preparedness,"Funding for communities to engage organizers and facilitators to act as paid (not volunteer, as is the Topanga Town Council, Chamber of Commerce, Emergency Preparedness (TCEP), elderly support (SAGES) - to bring community leaders together, to interface with govt agencies.
There should be a team specifically dedicated to coordination and communications as soon as a fire or other crisis strikes.
We need a unified 'easy to use' communications system for communities in crisis, including a clear and well organized hierarchy for distributing communications & a neighborhood/zone system that people are already enrolled in prefire. Cellular systems or mesh net wifi should be available for text only communications throughout the city and county.",41.44099426,21.5435524
891,Climate & community resilience,Community preparedness,"Community Readiness

Enhanced personal go-bags with detailed exit plans
Strike teams for seniors and vulnerable populations
Support for unhoused and day workers regarding emergency preparedness
Community patrol expansion (more Arson Watch volunteers)
Training for a civilian crisis ""junior brigade"" (more affordable than current $5,000 course)
Inventory of residents who plan to stay during evacuations
Coordinated training with existing organizations like TCEP",40.94578934,21.80059624
906,Climate & community resilience,Community preparedness,First two are obvious building code items. Preparedness training can be done individually and in private community groups.,41.46500778,22.25084686
916,Climate & community resilience,Community preparedness,"Arson watch during red flag events is key. Cameras with sensors and monitoring at trail heads would be very helpful. Also closing trails during these events. Making it illegal with diligent enforcement to set up encampments in the hillsides.
As to an organized and trained group of citizens who will stay behind. That is the way neighborhoods can be saved. Also pool pumps hooked up to free standing engines to use pool water to fight fires.",40.95549774,22.18437767
1022,Climate & community resilience,Community preparedness,"Can we hold some of these in person too? It's better to help get people talking to each other and working together on implementing these things, and that doesn't happen so much online.",42.00863648,21.70349884
1048,Climate & community resilience,Community preparedness,"There is an existing program called California Volunteers, and within that, California Climate Corps. These already funded and populated programs should be leveraged as a part of on-the-ground prevention and recovery efforts including neighbor-to-neighbor networks (so we can look out for each other), and education.",41.25767517,22.08647537
1506,Climate & community resilience,Community preparedness,"Yes! Sign me up for training! Organize me!

Neighborhoods need community fire teams in place who set pumps and hoses out at the pools before evacuating. Maybe we even chainsaw any fuel, if there's time. Work with us. How long do you need the hoses to be and whose properties do you want to store them at for success?",40.77071762,22.46563149
1608,Climate & community resilience,Community preparedness,Preparedness training is also a great way to reinforce community connection on human scale,41.52934265,21.83325386
515,Climate & community resilience,Community preparedness,Not one of my neighbors was prepared in any way for this disaster.  God forbid what will happen when the big earthquake comes.  We are going down.,42.85879898,22.92657661
997,Climate & community resilience,Fire resistant building and landscaping,"Fire resistant building materials, consistent audits of defensible space. (Individual buy in to the intrusion that an audit requires, for the greater good) audits of power companies to ensure they are not at risk for causing a fire.
Sincere attempts to reduce factors contributing to climate instability",41.83882523,24.57562065
1218,Climate & community resilience,Fire resistant building and landscaping,Need community coordination of these efforts and either make it mandatory (part of building code) or offer financial incentives to harden homes against fire. Loosen some aspects of code/standards that are preventing us from staggering homes on lots to reduce structure-to-structure fire risk.,44.29405975,24.7529335
1572,Climate & community resilience,Fire resistant building and landscaping,"Change can be difficult.  I, too, love to have plants near and around my home, but if the reality of fire risk is there...it would be selfish to refuse.  The same applies to building materials.  While I would once have scoffed at the idea of stucco siding, I now look at this as potentially a safer alternative to all wood siding.  That may or may not be true, but if I were building from scratch, I would embrace all I could learn about fire resistant design, just as I look at accessible design needs.",41.72094727,25.38347244
758,Climate & community resilience,Fire resistant building and landscaping,"We all know what we would prefer our communities ""look"" like, but recognizing the hazards of where we live and HOW we need to build in preparation for those hazards is more important than our cultural ideal of a neighborhood. People should be willing to accept some change in how we construct buildings and develop larger settlements/communities so that fire protection can take priority.",41.42208099,24.78184128
274,Climate & community resilience,Fire resistant building and landscaping,People should be held to code and standards. I lived next to a hoarder. I reported this many times and got nowhere. I truly believe it was why my house burned down.,43.97208405,23.85802078
300,Climate & community resilience,Fire resistant building and landscaping,"We need climate resilient landscaping, native plants, trees that don't burn like oaks, remove palms and eucalyptus. We need real brush clearance in high risk places next to houses. We need to remove non native brush. We need revised building codes. I have been hardening my house with roof sprinklers, 1/8 inch wire mesh covering all vents, brush clearance, etc.",42.65869904,25.69606781
301,Climate & community resilience,Fire resistant building and landscaping,I'd like to see public support/subsidies for roofing and building materials that resist fire.,43.69968414,25.67519569
370,Climate & community resilience,Fire resistant building and landscaping,"These initiatives should be incentivized to encourage participation, and the public should be educated about their benefits and importance. However, making them mandatory may not be the best approach, as it could lead to resistance or unintended consequences. Instead, fostering voluntary engagement through positive reinforcement would likely yield better long-term outcomes.",43.66854858,25.58532524
379,Climate & community resilience,Fire resistant building and landscaping,"All new construction should be fire-resistant. In times of high threat, we should implement emergency fire-hardening measures and strengthen community preparedness. Additionally, we need to invest in advanced fire suppression technologies and improve our infrastructure to better protect our communities.",42.85837936,24.53711319
395,Climate & community resilience,Fire resistant building and landscaping,"We cannot rebuild LA without putting measures in place to mitigate these natural disasters in the future. There will be more fires, flood, earthquakes and no Tsunami's",43.31738281,23.39006805
471,Climate & community resilience,Fire resistant building and landscaping,"Palm trees are a fire hazard, grass lawns are wasteful of water.  Incentivizing replacing both  to safer and more practical alternatives should be a priority for all of SoCal to reduce fire risk and waste of fire-fighting resources.",42.07232666,25.78809166
541,Climate & community resilience,Fire resistant building and landscaping,"Promoting the PACE-Property Assessed Clean Energy program and  encouraging residents to rebuild with solar roof tiles would be helpful These materials are more fire resistant & widespread deployment would reduce the strain on the grid

If not solar tiles, other roofing materials that are inherently fire resistant and manufactured using a circular process should be used

LA Rises or another PPP should be assigned the task of bundling the orders  for the materials  They could acquire them @ wholesale prices & distribute them @ cost

PACE could lower costs by using blended finance vehicles incorporating grant $ & concessionary capital to fund projects

These discounts along with fed/state incentives & grants would significantly reduce cost",43.60757065,25.72333145
640,Climate & community resilience,Fire resistant building and landscaping,It is important to consider fire-resistant designs when rebuilding but I think it also needs to be acknowledged that most of the parts of Altadena that burned are not generally considered fire prone. The edges of Altadena that abut wild land are areas with a higher risk but the fire that burned throughout Altadena reached areas that were and are not forested. It's a different kind of fire than we are used to talking about.,42.39349365,23.8857708
645,Climate & community resilience,Fire resistant building and landscaping,"Building resilient energy efficient homes. Reconsidering the materials used, repurposing as much as possible. Sharing tools and resources within communities. Investment in community and School Gardens",42.61954498,25.28069878
658,Climate & community resilience,Fire resistant building and landscaping,"Strongly consider requiring new builds to be resilient by using the Passive Housing Standard, all electric buildings and fire resistant building materials. Electrifying homes and using a PHS combined lead to massive energy savings for homeowners and benefits to the entire community and region by lowering building pollution.",43.27471542,24.67212868
661,Climate & community resilience,Fire resistant building and landscaping,"In fire prone areas, the public needs to not only have regular reminders they live IN a high-hazard area, but they should be required to participate in annual or semi-annual exercises with emergency management, first responders, etc.  CERT exists for this effort.  Frankly, I was surprised and dismayed that there aren't any future rebuilding requirements to use fire-resistant technologies or building materials or landscaping.  Sounded to me like all of that is waived to expedite the rebuilding/recovery process; meaning, lessons NOT learned.",43.32131195,24.45629692
673,Climate & community resilience,Fire resistant building and landscaping,Don't go crazy on regulations that significantly increase costs to rebuild.,44.23149109,23.71045303
689,Climate & community resilience,Fire resistant building and landscaping,"I believe regulations do not aid in using money effectively and quickly, but we also should avoid repeating past mistakes. Let'sexample, not a repeat of history. use this as an",43.91433716,23.52975082
693,Climate & community resilience,Fire resistant building and landscaping,I'm sure there are already countless brochures on fire-resistant design.  Have them made available for contractors to present to customers.,43.13560867,25.46497917
739,Climate & community resilience,Fire resistant building and landscaping,Make every effort to inventivize updated materials for fire preventions.,43.74491501,25.36257744
751,Climate & community resilience,Fire resistant building and landscaping,This is our opportunity to take a look at what needs to be fixed and also make sure any new builds are equipped for future fires and earthquakes.,43.09891129,23.2833004
774,Climate & community resilience,Fire resistant building and landscaping,"We can't rebuild in the same old fashion, with the same materials and the same landscaping.  It is possible to design a house that is resistant to fires - there was at least one good example in the Palisades that demonstrated how thoughtful adaptation can save a home.",43.00949478,24.43484116
783,Climate & community resilience,Fire resistant building and landscaping,"There are many interesting technologies out there. Supporting ones that merge sustainability, passive house construction and other fire prevention methods are important to protecting these communities to be better equipped for future threats.",42.50591278,24.74667549
